"Date","Price","Open","High","Low","Vol.","Change %"
"09/12/2013","81.491","81.490","81.740","81.350","20.72K","-0.04%"
"09/11/2013","81.522","81.830","81.940","81.455","43.84K","-0.36%"
"09/10/2013","81.819","81.835","81.985","81.730","29.33K","0.03%"
"09/09/2013","81.796","82.250","82.330","81.685","31.87K","-0.45%"
"09/06/2013","82.167","82.670","82.700","81.935","39.06K","-0.61%"
"09/05/2013","82.668","82.225","82.710","82.100","44.64K","0.56%"
"09/04/2013","82.205","82.405","82.470","82.105","22.10K","-0.24%"
"09/03/2013","82.401","82.350","82.780","82.280","31.78K","0.32%"
"09/02/2013","82.142","82.120","82.360","82.065","9.81K","0.00%"
"08/30/2013","82.142","82.025","82.325","81.930","27.16K","0.17%"
"08/29/2013","82.003","81.500","82.270","81.420","41.84K","0.66%"
"08/28/2013","81.465","81.165","81.640","81.135","31.64K","0.33%"
"08/27/2013","81.200","81.385","81.615","81.140","34.09K","-0.30%"
"08/26/2013","81.441","81.400","81.555","81.305","16.70K","0.06%"
"08/23/2013","81.392","81.545","81.700","81.245","30.45K","-0.17%"
"08/22/2013","81.531","81.450","81.950","81.410","34.23K","0.38%"
"08/21/2013","81.223","80.945","81.550","80.925","37.47K","0.36%"
"08/20/2013","80.934","81.315","81.380","80.770","30.89K","-0.40%"
"08/19/2013","81.260","81.320","81.415","81.170","21.27K","-0.04%"
"08/16/2013","81.293","81.175","81.440","81.065","25.75K","0.11%"
"08/15/2013","81.207","81.675","81.995","81.115","38.71K","-0.67%"
"08/14/2013","81.758","81.795","81.905","81.660","20.07K","-0.07%"
"08/13/2013","81.815","81.515","81.925","81.435","26.37K","0.54%"
"08/12/2013","81.374","81.195","81.550","81.110","21.12K","0.25%"
"08/09/2013","81.170","81.100","81.225","80.970","18.62K","0.18%"
"08/08/2013","81.027","81.325","81.395","80.895","36.43K","-0.36%"
"08/07/2013","81.323","81.625","81.880","81.270","39.51K","-0.41%"
"08/06/2013","81.658","81.930","82.015","81.560","28.73K","-0.34%"
"08/05/2013","81.936","82.010","82.160","81.810","24.48K","-0.05%"
"08/02/2013","81.978","82.430","82.610","81.900","43.03K","-0.54%"
"08/01/2013","82.427","81.760","82.495","81.690","44.85K","1.09%"
"07/31/2013","81.539","81.930","82.295","81.480","62.80K","-0.46%"
"07/30/2013","81.919","81.805","82.090","81.690","34.46K","0.19%"
"07/29/2013","81.763","81.775","81.935","81.610","27.24K","0.00%"
"07/26/2013","81.764","81.880","81.920","81.640","25.30K","-0.35%"
"07/25/2013","82.053","82.450","82.500","81.710","26.39K","-0.42%"
"07/24/2013","82.400","82.120","82.515","82.020","34.34K","0.44%"
"07/23/2013","82.040","82.270","82.470","82.010","25.19K","-0.34%"
"07/22/2013","82.317","82.700","82.740","82.130","31.66K","-0.48%"
"07/19/2013","82.711","82.910","83.060","82.620","21.30K","-0.29%"
"07/18/2013","82.955","82.820","83.160","82.760","25.50K","0.14%"
"07/17/2013","82.840","82.685","83.055","82.475","52.42K","0.25%"
"07/16/2013","82.637","83.245","83.270","82.525","32.23K","-0.67%"
"07/15/2013","83.196","83.115","83.620","83.035","27.75K","0.04%"
"07/12/2013","83.163","82.930","83.400","82.885","32.22K","0.30%"
"07/11/2013","82.915","82.870","83.425","82.600","52.53K","-1.57%"
"07/10/2013","84.234","84.875","84.925","83.640","51.06K","-0.65%"
"07/09/2013","84.781","84.485","84.965","84.310","41.45K","0.43%"
"07/08/2013","84.414","84.830","84.835","84.355","31.40K","-0.32%"
"07/05/2013","84.689","84.125","84.930","84.065","50.50K","1.48%"
"07/04/2013","83.451","83.360","84.155","83.335","14.54K","0.00%"
"07/03/2013","83.451","83.790","83.935","83.275","33.94K","-0.37%"
"07/02/2013","83.764","83.205","83.835","83.170","31.75K","0.61%"
"07/01/2013","83.253","83.410","83.470","83.175","25.01K","-0.15%"
"06/28/2013","83.376","83.235","83.595","82.975","35.53K","0.27%"
"06/27/2013","83.152","83.130","83.430","83.015","30.55K","-0.09%"
"06/26/2013","83.228","82.920","83.275","82.735","29.40K","0.52%"
"06/25/2013","82.800","82.580","82.950","82.440","38.00K","0.20%"
"06/24/2013","82.633","82.710","83.050","82.525","42.42K","0.14%"
"06/21/2013","82.517","81.910","82.745","81.765","53.83K","0.51%"
"06/20/2013","82.096","81.555","82.320","81.440","58.00K","0.61%"
"06/19/2013","81.595","80.860","81.665","80.615","47.80K","1.05%"
"06/18/2013","80.749","80.810","81.155","80.710","43.94K","0.02%"
"06/17/2013","80.733","80.640","80.805","80.630","0.79K","0.10%"
"06/14/2013","80.650","80.755","81.000","80.595","14.58K","-0.11%"
"06/13/2013","80.742","80.865","80.980","80.505","28.56K","-0.25%"
"06/12/2013","80.946","81.100","81.310","80.745","66.88K","-0.20%"
"06/11/2013","81.110","81.720","81.750","81.025","59.58K","-0.66%"
"06/10/2013","81.651","81.800","82.090","81.590","54.89K","-0.01%"
"06/07/2013","81.660","81.585","81.855","81.080","74.33K","0.15%"
"06/06/2013","81.537","82.605","82.690","81.065","106.68K","-1.30%"
"06/05/2013","82.612","82.855","82.910","82.505","42.71K","-0.23%"
"06/04/2013","82.802","82.730","83.000","82.630","25.27K","0.14%"
"06/03/2013","82.688","83.355","83.415","82.455","50.02K","-0.85%"
"05/31/2013","83.401","83.100","83.650","83.050","40.09K","0.40%"
"05/30/2013","83.067","83.605","83.765","83.010","50.61K","-0.76%"
"05/29/2013","83.705","84.385","84.430","83.540","47.18K","-0.55%"
"05/28/2013","84.172","83.725","84.365","83.705","39.15K","0.49%"
"05/27/2013","83.758","83.695","83.760","83.565","4.03K","0.00%"
"05/24/2013","83.758","83.920","84.020","83.500","39.61K","-0.05%"
"05/23/2013","83.803","84.435","84.595","83.665","61.59K","-0.78%"
"05/22/2013","84.459","83.865","84.510","83.520","70.88K","0.60%"
"05/21/2013","83.955","83.885","84.300","83.735","42.61K","0.13%"
"05/20/2013","83.842","84.240","84.400","83.800","34.69K","-0.65%"
"05/17/2013","84.387","83.880","84.515","83.865","47.33K","0.79%"
"05/16/2013","83.722","83.890","84.125","83.570","40.06K","-0.28%"
"05/15/2013","83.961","83.720","84.220","83.680","41.08K","0.30%"
"05/14/2013","83.713","83.245","83.835","83.045","44.35K","0.42%"
"05/13/2013","83.365","83.265","83.455","83.150","21.77K","0.16%"
"05/10/2013","83.231","82.815","83.520","82.765","45.85K","0.43%"
"05/09/2013","82.875","81.965","82.915","81.835","34.97K","1.13%"
"05/08/2013","81.951","82.365","82.400","81.780","25.10K","-0.47%"
"05/07/2013","82.335","82.380","82.425","82.120","18.35K","-0.05%"
"05/06/2013","82.378","82.140","82.475","82.040","20.04K","0.22%"
"05/03/2013","82.195","82.290","82.610","81.835","41.77K","-0.11%"
"05/02/2013","82.282","81.640","82.415","81.540","43.07K","0.93%"
"05/01/2013","81.522","81.740","81.780","81.370","24.79K","-0.35%"
"04/30/2013","81.807","82.225","82.355","81.640","34.63K","-0.48%"
"04/29/2013","82.202","82.445","82.520","82.100","22.78K","-0.45%"
"04/26/2013","82.571","82.895","82.905","82.460","25.97K","-0.32%"
"04/25/2013","82.840","83.030","83.055","82.485","30.93K","-0.22%"
"04/24/2013","83.026","83.210","83.325","82.965","24.95K","-0.19%"
"04/23/2013","83.186","82.765","83.200","82.650","28.99K","0.44%"
"04/22/2013","82.824","82.835","83.045","82.735","29.89K","-0.03%"
"04/19/2013","82.846","82.670","82.895","82.400","30.43K","0.20%"
"04/18/2013","82.681","82.735","82.755","82.460","24.10K","-0.13%"
"04/17/2013","82.791","81.895","82.815","81.890","51.70K","1.18%"
"04/16/2013","81.823","82.395","82.620","81.780","42.10K","-0.83%"
"04/15/2013","82.507","82.190","82.545","82.190","30.02K","0.12%"
"04/12/2013","82.406","82.295","82.585","82.140","25.29K","0.10%"
"04/11/2013","82.325","82.650","82.680","82.140","27.95K","-0.37%"
"04/10/2013","82.634","82.485","82.675","82.320","24.75K","0.27%"
"04/09/2013","82.414","82.780","82.820","82.375","21.87K","-0.55%"
"04/08/2013","82.869","82.750","82.955","82.605","19.37K","0.32%"
"04/05/2013","82.603","82.880","83.010","82.310","30.71K","-0.23%"
"04/04/2013","82.795","82.840","83.660","82.740","43.46K","-0.08%"
"04/03/2013","82.861","83.075","83.245","82.770","20.05K","-0.28%"
"04/02/2013","83.092","82.870","83.130","82.645","16.80K","0.23%"
"04/01/2013","82.899","83.175","83.365","82.810","12.02K","-0.33%"
"03/28/2013","83.175","83.420","83.460","83.020","20.73K","-0.28%"
"03/27/2013","83.411","83.040","83.520","83.010","28.79K","0.44%"
"03/26/2013","83.048","83.020","83.165","82.880","19.34K","0.06%"
"03/25/2013","82.995","82.610","83.110","81.830","30.09K","0.56%"
"03/22/2013","82.529","82.960","82.985","82.435","27.12K","-0.45%"
"03/21/2013","82.905","83.000","83.185","82.835","22.59K","-0.05%"
"03/20/2013","82.948","83.240","83.245","82.725","30.49K","-0.32%"
"03/19/2013","83.211","82.935","83.315","82.830","32.72K","0.77%"
"03/18/2013","82.574","82.680","82.830","82.545","0.68K","0.39%"
"03/15/2013","82.256","82.530","82.605","82.060","15.35K","-0.44%"
"03/14/2013","82.623","82.915","83.180","82.440","36.80K","-0.34%"
"03/13/2013","82.902","82.575","83.070","82.350","50.33K","0.37%"
"03/12/2013","82.595","82.675","82.815","82.425","30.03K","0.02%"
"03/11/2013","82.580","82.760","82.885","82.530","31.26K","-0.18%"
"03/08/2013","82.731","82.165","82.945","82.105","39.05K","0.74%"
"03/07/2013","82.123","82.615","82.620","81.995","35.17K","-0.47%"
"03/06/2013","82.507","82.020","82.640","81.975","26.04K","0.44%"
"03/05/2013","82.147","82.210","82.300","81.955","25.02K","-0.13%"
"03/04/2013","82.255","82.355","82.530","82.230","19.76K","-0.13%"
"03/01/2013","82.358","82.010","82.580","81.850","34.83K","0.43%"
"02/28/2013","82.003","81.605","82.075","81.535","27.99K","0.41%"
"02/27/2013","81.672","81.940","81.985","81.555","38.85K","-0.33%"
"02/26/2013","81.940","81.930","82.035","81.630","46.51K","0.20%"
"02/25/2013","81.777","81.705","82.005","81.165","50.84K","0.24%"
"02/22/2013","81.585","81.485","81.700","81.260","33.31K","0.04%"
"02/21/2013","81.551","81.175","81.625","81.125","39.69K","0.49%"
"02/20/2013","81.155","80.460","81.230","80.350","40.94K","0.76%"
"02/19/2013","80.545","80.745","80.765","80.505","15.64K","-0.04%"
"02/18/2013","80.576","80.700","80.830","80.605","9.34K","0.00%"
"02/15/2013","80.576","80.480","80.675","80.305","19.40K","0.05%"
"02/14/2013","80.538","80.180","80.710","80.145","34.17K","0.46%"
"02/13/2013","80.167","80.100","80.255","79.915","28.47K","0.00%"
"02/12/2013","80.163","80.415","80.590","79.990","27.87K","-0.28%"
"02/11/2013","80.389","80.275","80.475","80.170","29.30K","0.09%"
"02/08/2013","80.316","80.300","80.350","80.010","25.10K","0.07%"
"02/07/2013","80.257","79.805","80.345","79.580","46.43K","0.61%"
"02/06/2013","79.767","79.555","79.930","79.530","25.29K","0.29%"
"02/05/2013","79.533","79.650","79.815","79.490","31.43K","-0.05%"
"02/04/2013","79.573","79.175","79.640","79.170","27.26K","0.55%"
"02/01/2013","79.135","79.140","79.325","78.915","43.79K","-0.11%"
"01/31/2013","79.226","79.275","79.400","79.160","30.05K","-0.13%"
"01/30/2013","79.326","79.625","79.665","79.210","35.29K","-0.37%"
"01/29/2013","79.624","79.850","79.935","79.575","21.06K","-0.31%"
"01/28/2013","79.868","79.840","79.995","79.785","19.55K","0.06%"
"01/25/2013","79.820","80.080","80.175","79.745","28.05K","-0.23%"
"01/24/2013","80.007","80.050","80.225","79.925","18.94K","0.02%"
"01/23/2013","79.990","79.940","80.220","79.765","18.76K","0.02%"
"01/22/2013","79.973","80.185","80.190","79.785","24.74K","-0.18%"
"01/21/2013","80.116","80.160","80.185","79.995","9.90K","0.00%"
"01/18/2013","80.116","79.760","80.275","79.710","26.10K","0.51%"
"01/17/2013","79.711","79.800","79.950","79.615","25.25K","-0.18%"
"01/16/2013","79.854","79.765","79.950","79.660","21.23K","0.03%"
"01/15/2013","79.832","79.540","79.940","79.435","33.21K","0.37%"
"01/14/2013","79.540","79.535","79.710","79.405","25.94K","-0.09%"
"01/11/2013","79.611","79.860","79.930","79.490","30.22K","-0.26%"
"01/10/2013","79.817","80.750","80.790","79.745","38.46K","-1.07%"
"01/09/2013","80.677","80.510","80.750","80.450","27.72K","0.29%"
"01/08/2013","80.445","80.310","80.570","80.220","15.52K","0.09%"
"01/07/2013","80.369","80.610","80.800","80.335","36.59K","-0.30%"
"01/04/2013","80.610","80.770","80.995","80.520","40.39K","0.12%"
"01/03/2013","80.515","79.930","80.595","79.920","33.63K","0.71%"
"01/02/2013","79.948","79.620","80.030","79.460","18.90K","0.10%"
"12/31/2012","79.871","79.735","79.960","79.690","11.78K","0.11%"
"12/28/2012","79.785","79.725","80.050","79.685","15.29K","0.08%"
"12/27/2012","79.719","79.640","79.890","79.420","15.35K","0.02%"
"12/26/2012","79.704","79.735","79.810","79.470","9.97K","-0.05%"
"12/24/2012","79.745","79.700","79.800","79.445","8.26K","0.04%"
"12/21/2012","79.712","79.375","79.735","79.340","22.72K","0.51%"
"12/20/2012","79.310","79.405","79.430","79.065","21.97K","0.00%"
"12/19/2012","79.313","79.380","79.405","79.015","31.55K","-0.09%"
"12/18/2012","79.387","79.620","79.650","79.290","21.58K","-0.16%"
"12/17/2012","79.513","79.590","79.675","79.490","2.24K","-0.06%"
"12/14/2012","79.560","79.955","79.970","79.495","13.37K","-0.44%"
"12/13/2012","79.913","79.900","80.035","79.785","19.36K","0.13%"
"12/12/2012","79.810","80.070","80.110","79.365","45.36K","-0.30%"
"12/11/2012","80.054","80.320","80.370","80.000","17.27K","-0.34%"
"12/10/2012","80.330","80.540","80.570","80.270","19.74K","-0.09%"
"12/07/2012","80.402","80.270","80.975","80.225","32.25K","0.19%"
"12/06/2012","80.253","79.865","80.320","79.725","25.64K","0.61%"
"12/05/2012","79.764","79.620","79.845","79.565","17.87K","0.16%"
"12/04/2012","79.634","79.885","79.920","79.590","21.33K","-0.30%"
"12/03/2012","79.872","80.195","80.215","79.780","23.56K","-0.36%"
"11/30/2012","80.163","80.195","80.340","80.030","15.93K","-0.06%"
"11/29/2012","80.209","80.320","80.365","80.025","19.82K","-0.18%"
"11/28/2012","80.354","80.390","80.610","80.275","15.93K","-0.09%"
"11/27/2012","80.430","80.120","80.505","80.070","18.60K","0.20%"
"11/26/2012","80.266","80.230","80.340","80.180","13.15K","0.04%"
"11/23/2012","80.236","80.755","80.760","80.155","20.54K","-0.90%"
"11/22/2012","80.966","80.840","80.925","80.645","15.72K","0.00%"
"11/21/2012","80.966","80.980","81.300","80.945","4.95K","-0.04%"
"11/20/2012","81.000","81.025","81.075","80.845","13.52K","0.10%"
"11/19/2012","80.922","81.250","81.280","80.835","17.49K","-0.48%"
"11/16/2012","81.310","81.095","81.515","81.080","28.85K","0.21%"
"11/15/2012","81.138","81.205","81.250","80.975","24.28K","0.05%"
"11/14/2012","81.100","81.150","81.215","80.940","23.31K","-0.05%"
"11/13/2012","81.140","81.190","81.320","81.035","20.69K","0.04%"
"11/12/2012","81.106","81.105","81.170","80.985","10.51K","0.01%"
"11/09/2012","81.098","80.950","81.175","80.685","23.74K","0.26%"
"11/08/2012","80.886","80.940","81.110","80.825","20.68K","0.02%"
"11/07/2012","80.867","80.785","81.025","80.365","34.74K","0.19%"
"11/06/2012","80.715","80.800","80.920","80.650","24.33K","-0.16%"
"11/05/2012","80.843","80.710","80.925","80.590","18.16K","0.20%"
"11/02/2012","80.683","80.115","80.740","80.095","28.23K","0.68%"
"11/01/2012","80.136","79.990","80.190","79.925","18.56K","0.19%"
"10/31/2012","79.987","80.005","80.055","79.720","16.08K","0.00%"
"10/30/2012","79.987","80.320","80.375","79.900","14.49K","-0.41%"
"10/29/2012","80.318","80.075","80.425","80.075","11.54K","0.20%"
"10/26/2012","80.156","80.185","80.375","80.000","24.92K","0.05%"
"10/25/2012","80.118","80.075","80.225","79.775","17.23K","0.13%"
"10/24/2012","80.015","80.035","80.245","79.910","18.54K","-0.08%"
"10/23/2012","80.080","79.620","80.155","79.620","21.58K","0.43%"
"10/22/2012","79.736","79.700","79.755","79.535","14.74K","0.06%"
"10/19/2012","79.688","79.425","79.745","79.370","17.72K","0.33%"
"10/18/2012","79.425","79.120","79.465","79.035","17.86K","0.46%"
"10/17/2012","79.059","79.215","79.275","78.970","18.83K","-0.51%"
"10/16/2012","79.464","79.745","79.810","79.365","19.14K","-0.43%"
"10/15/2012","79.806","79.820","80.045","79.680","14.00K","0.08%"
"10/12/2012","79.740","79.850","79.900","79.575","15.02K","-0.15%"
"10/11/2012","79.860","80.145","80.295","79.780","17.28K","-0.20%"
"10/10/2012","80.017","80.185","80.310","79.935","18.39K","-0.06%"
"10/09/2012","80.069","79.650","80.195","79.570","24.27K","0.56%"
"10/08/2012","79.622","79.465","79.805","79.430","8.99K","0.24%"
"10/05/2012","79.428","79.480","79.525","79.180","17.73K","-0.02%"
"10/04/2012","79.440","79.940","80.005","79.355","20.03K","-0.78%"
"10/03/2012","80.064","79.855","80.095","79.795","13.94K","0.29%"
"10/02/2012","79.830","79.890","79.940","79.555","15.25K","-0.10%"
"10/01/2012","79.909","80.045","80.250","79.670","18.31K","-0.14%"
"09/28/2012","80.025","79.625","80.090","79.420","22.45K","0.54%"
"09/27/2012","79.592","79.865","80.010","79.550","18.22K","-0.45%"
"09/26/2012","79.948","79.725","80.080","79.670","17.20K","0.43%"
"09/25/2012","79.608","79.555","79.755","79.375","16.29K","0.04%"
"09/24/2012","79.577","79.420","79.825","79.420","18.01K","0.23%"
"09/21/2012","79.398","79.460","79.520","79.110","18.66K","-0.10%"
"09/20/2012","79.478","79.135","79.755","79.130","27.15K","0.44%"
"09/19/2012","79.127","79.270","79.485","79.070","19.02K","-0.28%"
"09/18/2012","79.346","79.085","79.365","79.035","15.26K","0.64%"
"09/17/2012","78.843","78.840","79.015","78.750","0.88K","0.00%"
"09/14/2012","78.841","79.230","79.265","78.600","16.15K","-0.50%"
"09/13/2012","79.237","79.665","80.075","79.150","29.55K","-0.61%"
"09/12/2012","79.723","79.860","79.990","79.500","35.30K","-0.14%"
"09/11/2012","79.836","80.360","80.370","79.765","20.18K","-0.63%"
"09/10/2012","80.343","80.185","80.400","80.170","20.65K","0.14%"
"09/07/2012","80.234","81.120","81.140","80.140","28.23K","-0.99%"
"09/06/2012","81.033","81.255","81.455","81.005","24.21K","-0.25%"
"09/05/2012","81.235","81.490","81.675","81.115","19.88K","-0.10%"
"09/04/2012","81.316","81.235","81.395","81.055","12.61K","0.12%"
"09/03/2012","81.216","81.210","81.325","81.120","4.73K","0.00%"
"08/31/2012","81.216","81.700","81.740","80.960","24.48K","-0.61%"
"08/30/2012","81.713","81.570","81.780","81.410","12.38K","0.18%"
"08/29/2012","81.564","81.365","81.605","81.350","11.04K","0.22%"
"08/28/2012","81.381","81.700","81.840","81.275","12.83K","-0.38%"
"08/27/2012","81.691","81.615","81.730","81.505","9.52K","0.11%"
"08/24/2012","81.603","81.390","81.750","81.365","15.49K","0.30%"
"08/23/2012","81.359","81.480","81.535","81.220","22.21K","-0.17%"
"08/22/2012","81.497","81.900","82.135","81.470","26.96K","-0.52%"
"08/21/2012","81.920","82.485","82.510","81.805","27.41K","-0.70%"
"08/20/2012","82.500","82.560","82.765","82.435","11.08K","-0.20%"
"08/17/2012","82.663","82.445","82.825","82.380","15.87K","0.30%"
"08/16/2012","82.417","82.695","82.960","82.375","19.64K","-0.36%"
"08/15/2012","82.711","82.595","82.845","82.510","12.11K","0.22%"
"08/14/2012","82.527","82.525","82.615","82.250","15.66K","0.05%"
"08/13/2012","82.486","82.640","82.765","82.285","13.10K","-0.18%"
"08/10/2012","82.631","82.700","82.945","82.500","16.66K","-0.10%"
"08/09/2012","82.710","82.355","82.865","82.270","17.79K","0.33%"
"08/08/2012","82.439","82.375","82.570","82.295","15.85K","0.23%"
"08/07/2012","82.250","82.330","82.425","82.065","16.55K","-0.07%"
"08/06/2012","82.304","82.405","82.625","82.125","15.13K","-0.17%"
"08/03/2012","82.446","83.430","83.470","82.360","24.43K","-1.20%"
"08/02/2012","83.451","83.170","83.610","82.225","37.92K","0.33%"
"08/01/2012","83.178","82.780","83.270","82.540","20.04K","0.57%"
"07/31/2012","82.710","82.865","82.935","82.560","14.74K","-0.19%"
"07/30/2012","82.868","82.755","83.045","82.730","13.97K","0.12%"
"07/27/2012","82.765","82.930","83.065","82.400","34.35K","-0.11%"
"07/26/2012","82.859","83.755","83.850","82.660","35.68K","-0.93%"
"07/25/2012","83.641","84.135","84.175","83.625","18.75K","-0.60%"
"07/24/2012","84.145","83.835","84.245","83.760","18.64K","0.39%"
"07/23/2012","83.815","83.750","84.140","83.720","22.95K","0.29%"
"07/20/2012","83.573","83.015","83.665","82.975","22.20K","0.71%"
"07/19/2012","82.980","83.105","83.255","82.800","18.93K","-0.26%"
"07/18/2012","83.196","83.120","83.460","83.045","14.57K","0.03%"
"07/17/2012","83.168","83.260","83.690","83.030","19.75K","-0.06%"
"07/16/2012","83.218","83.400","83.770","83.130","15.63K","-0.31%"
"07/13/2012","83.474","83.855","83.935","83.380","23.23K","-0.40%"
"07/12/2012","83.809","83.600","83.985","83.580","18.84K","0.10%"
"07/11/2012","83.728","83.540","83.760","83.250","19.05K","0.20%"
"07/10/2012","83.559","83.305","83.650","83.135","18.93K","0.25%"
"07/09/2012","83.351","83.560","83.630","83.265","23.71K","-0.25%"
"07/06/2012","83.561","82.910","83.605","82.885","30.58K","0.75%"
"07/05/2012","82.942","82.340","83.085","82.180","27.61K","1.31%"
"07/04/2012","81.872","81.915","82.370","81.895","4.86K","0.00%"
"07/03/2012","81.872","82.025","82.145","81.815","14.99K","-0.17%"
"07/02/2012","82.008","81.730","82.095","81.655","17.07K","0.31%"
"06/29/2012","81.753","82.885","82.905","81.560","40.49K","-1.51%"
"06/28/2012","83.007","82.755","83.070","82.410","31.16K","0.24%"
"06/27/2012","82.810","82.585","82.905","82.470","19.50K","0.33%"
"06/26/2012","82.539","82.650","82.865","82.430","25.70K","-0.15%"
"06/25/2012","82.662","82.490","82.825","82.460","18.42K","0.27%"
"06/22/2012","82.442","82.490","82.670","82.340","22.11K","-0.06%"
"06/21/2012","82.488","81.690","82.615","81.660","29.68K","0.92%"
"06/20/2012","81.734","81.650","81.960","81.405","42.48K","0.18%"
"06/19/2012","81.586","82.110","82.280","81.390","34.98K","-0.33%"
"06/18/2012","81.854","81.235","81.915","81.225","0.11K","0.31%"
"06/15/2012","81.605","81.905","81.935","81.255","12.98K","-0.47%"
"06/14/2012","81.988","82.125","82.295","81.805","29.76K","-0.08%"
"06/13/2012","82.057","82.445","82.590","81.920","44.60K","-0.48%"
"06/12/2012","82.449","82.630","82.755","82.350","41.58K","-0.12%"
"06/11/2012","82.548","82.000","82.650","81.720","30.96K","-0.02%"
"06/08/2012","82.562","82.280","82.945","82.270","30.05K","0.56%"
"06/07/2012","82.106","82.250","82.455","81.960","27.25K","-0.33%"
"06/06/2012","82.379","82.820","82.905","82.170","33.40K","-0.64%"
"06/05/2012","82.913","82.495","83.035","82.400","28.85K","0.30%"
"06/04/2012","82.661","82.885","83.150","82.545","26.98K","-0.38%"
"06/01/2012","82.973","83.210","83.670","82.700","57.68K","-0.19%"
"05/31/2012","83.129","83.130","83.295","82.805","31.36K","0.05%"
"05/30/2012","83.086","82.605","83.175","82.570","28.93K","0.61%"
"05/29/2012","82.581","82.415","82.710","82.130","25.45K","0.07%"
"05/28/2012","82.523","82.265","82.380","81.900","26.57K","0.00%"
"05/25/2012","82.523","82.445","82.610","82.125","10.96K","0.04%"
"05/24/2012","82.487","82.280","82.535","81.995","35.86K","0.31%"
"05/23/2012","82.235","81.905","82.360","81.710","38.28K","0.72%"
"05/22/2012","81.648","81.115","81.940","81.095","33.09K","0.51%"
"05/21/2012","81.232","81.295","81.560","81.025","28.52K","-0.24%"
"05/18/2012","81.424","81.650","81.930","81.155","31.55K","-0.14%"
"05/17/2012","81.540","81.520","81.830","81.400","47.98K","0.02%"
"05/16/2012","81.524","81.415","81.745","81.345","37.93K","0.18%"
"05/15/2012","81.380","80.825","81.450","80.630","49.13K","0.78%"
"05/14/2012","80.748","80.560","80.860","80.490","30.32K","0.43%"
"05/11/2012","80.404","80.350","80.480","80.210","21.69K","0.18%"
"05/10/2012","80.257","80.295","80.340","80.085","28.16K","0.03%"
"05/09/2012","80.232","80.005","80.415","79.975","38.81K","0.48%"
"05/08/2012","79.849","79.680","80.075","79.670","25.49K","0.17%"
"05/07/2012","79.715","79.790","80.135","79.630","21.66K","0.16%"
"05/04/2012","79.587","79.240","79.615","79.145","24.76K","0.37%"
"05/03/2012","79.293","79.260","79.535","79.150","20.46K","0.12%"
"05/02/2012","79.201","78.900","79.400","78.900","19.30K","0.34%"
"05/01/2012","78.935","78.875","79.050","78.665","13.05K","0.11%"
"04/30/2012","78.848","78.790","78.960","78.685","19.46K","0.12%"
"04/27/2012","78.757","79.210","79.335","78.720","22.82K","-0.31%"
"04/26/2012","79.001","79.100","79.170","78.900","17.26K","-0.14%"
"04/25/2012","79.111","79.295","79.415","79.075","20.42K","-0.27%"
"04/24/2012","79.326","79.495","79.535","79.185","16.02K","-0.26%"
"04/23/2012","79.536","79.375","79.775","79.320","18.45K","0.28%"
"04/20/2012","79.313","79.675","79.745","79.225","23.41K","-0.49%"
"04/19/2012","79.707","79.725","79.980","79.515","19.39K","0.04%"
"04/18/2012","79.674","79.700","80.025","79.630","15.91K","0.06%"
"04/17/2012","79.627","79.775","79.940","79.560","15.48K","-0.13%"
"04/16/2012","79.732","80.085","80.345","79.670","25.31K","-0.40%"
"04/13/2012","80.055","79.495","80.080","79.450","19.56K","0.76%"
"04/12/2012","79.449","79.920","79.955","79.365","25.77K","-0.68%"
"04/11/2012","79.993","80.105","80.150","79.710","18.55K","-0.13%"
"04/10/2012","80.098","79.955","80.245","79.775","26.10K","0.22%"
"04/09/2012","79.919","80.050","80.320","79.835","11.58K","-0.22%"
"04/06/2012","80.093","80.255","80.323","79.940","","-0.25%"
"04/05/2012","80.293","79.915","80.365","79.790","4.13K","0.43%"
"04/04/2012","79.949","79.565","80.095","79.540","22.84K","0.39%"
"04/03/2012","79.641","78.900","79.655","78.795","28.23K","0.86%"
"04/02/2012","78.963","79.035","79.275","78.920","19.34K","-0.22%"
"03/30/2012","79.138","79.225","79.225","78.870","24.07K","-0.28%"
"03/29/2012","79.357","79.275","79.530","79.125","19.45K","0.07%"
"03/28/2012","79.299","79.290","79.515","79.050","27.63K","0.10%"
"03/27/2012","79.222","79.125","79.345","78.930","20.78K","0.05%"
"03/26/2012","79.179","79.495","79.940","79.060","19.12K","-0.50%"
"03/23/2012","79.576","79.895","80.010","79.325","24.70K","-0.53%"
"03/22/2012","79.998","79.770","80.195","79.650","21.99K","0.13%"
"03/21/2012","79.896","79.805","80.070","79.530","15.86K","0.09%"
"03/20/2012","79.825","79.755","80.100","79.685","13.89K","0.14%"
"03/19/2012","79.712","80.065","80.185","79.605","20.19K","-0.03%"
"03/16/2012","79.734","80.230","80.385","79.730","","-0.50%"
"03/15/2012","80.136","80.630","80.725","80.025","22.10K","-0.50%"
"03/14/2012","80.536","80.150","80.620","80.135","38.98K","0.41%"
"03/13/2012","80.210","79.820","80.345","79.690","38.08K","0.37%"
"03/12/2012","79.913","80.025","80.160","79.845","22.99K","-0.21%"
"03/09/2012","80.084","79.225","80.095","79.195","28.39K","1.14%"
"03/08/2012","79.179","79.785","79.815","79.100","24.71K","-0.73%"
"03/07/2012","79.763","79.830","79.980","79.645","25.37K","-0.20%"
